id,domain_id,domain_code,title_es,title_en,objective,requirement,minimum_profile,evidence,owner_examples,aadapt_tactics,nist_csf2,owasp_alignment,status
CSPTF-CTRL-SCT-008,CSPTF-DOM-05,SCT,Pruebas automatizadas y revisión independiente,,"Asegurar que pruebas automatizadas y revisión independiente se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar pruebas automatizadas y revisión independiente, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP4,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con pruebas automatizadas y revisión independiente.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Privilege Escalation; Defense Evasion; Impact; Fraud,ID; PR; DE,SCSTG test catalog; SCSVS requirements; SCWE weaknesses,draft
CSPTF-CTRL-DAP-001,CSPTF-DOM-06,DAP,Integridad de frontend y distribución,,"Asegurar que integridad de frontend y distribución se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar integridad de frontend y distribución, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con integridad de frontend y distribución.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Credential Access; Collection; Fraud,PR; DE,SCSTG dApp and client interaction; SCSVS communications,draft
CSPTF-CTRL-DAP-002,CSPTF-DOM-06,DAP,Vinculación segura de sesión y wallet,,"Asegurar que vinculación segura de sesión y wallet se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar vinculación segura de sesión y wallet, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con vinculación segura de sesión y wallet.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Credential Access; Collection; Fraud,PR; DE,SCSTG dApp and client interaction; SCSVS communications,draft
CSPTF-CTRL-DAP-003,CSPTF-DOM-06,DAP,Presentación clara de solicitudes de firma,,"Asegurar que presentación clara de solicitudes de firma se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar presentación clara de solicitudes de firma, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con presentación clara de solicitudes de firma.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Credential Access; Collection; Fraud,PR; DE,SCSTG dApp and client interaction; SCSVS communications,draft
CSPTF-CTRL-DAP-004,CSPTF-DOM-06,DAP,"Validación de red, cadena y contrato",,"Asegurar que validación de red, cadena y contrato se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar validación de red, cadena y contrato, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con validación de red, cadena y contrato.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Credential Access; Collection; Fraud,PR; DE,SCSTG dApp and client interaction; SCSVS communications,draft
CSPTF-CTRL-DAP-005,CSPTF-DOM-06,DAP,Autenticación y autorización off-chain,,"Asegurar que autenticación y autorización off-chain se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar autenticación y autorización off-chain, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con autenticación y autorización off-chain.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Credential Access; Collection; Fraud,PR; DE,SCSTG dApp and client interaction; SCSVS communications,draft
CSPTF-CTRL-DAP-006,CSPTF-DOM-06,DAP,Protección de APIs y secretos de cliente,,"Asegurar que protección de apis y secretos de cliente se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar protección de apis y secretos de cliente, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con protección de apis y secretos de cliente.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Credential Access; Collection; Fraud,PR; DE,SCSTG dApp and client interaction; SCSVS communications,draft
CSPTF-CTRL-DAP-007,CSPTF-DOM-06,DAP,"Seguridad de contenido, DNS y dependencias",,"Asegurar que seguridad de contenido, dns y dependencias se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar seguridad de contenido, dns y dependencias, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con seguridad de contenido, dns y dependencias.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Credential Access; Collection; Fraud,PR; DE,SCSTG dApp and client interaction; SCSVS communications,draft
CSPTF-CTRL-DAP-008,CSPTF-DOM-06,DAP,Detección de manipulación y respuesta,,"Asegurar que detección de manipulación y respuesta se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar detección de manipulación y respuesta, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP4,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con detección de manipulación y respuesta.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Credential Access; Collection; Fraud,PR; DE,SCSTG dApp and client interaction; SCSVS communications,draft
CSPTF-CTRL-TOK-001,CSPTF-DOM-07,TOK,Modelo de emisión y supply,,"Asegurar que modelo de emisión y supply se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar modelo de emisión y supply, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con modelo de emisión y supply.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Privilege Escalation; Impact; Fraud,PR; DE,SCSTG token interactions; SCSVS business logic,draft
CSPTF-CTRL-TOK-002,CSPTF-DOM-07,TOK,Autorización de mint y burn,,"Asegurar que autorización de mint y burn se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar autorización de mint y burn, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con autorización de mint y burn.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Privilege Escalation; Impact; Fraud,PR; DE,SCSTG token interactions; SCSVS business logic,draft
CSPTF-CTRL-TOK-003,CSPTF-DOM-07,TOK,"Transferencias, hooks y callbacks",,"Asegurar que transferencias, hooks y callbacks se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar transferencias, hooks y callbacks, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con transferencias, hooks y callbacks.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Privilege Escalation; Impact; Fraud,PR; DE,SCSTG token interactions; SCSVS business logic,draft
CSPTF-CTRL-TOK-004,CSPTF-DOM-07,TOK,"Allowances, approvals y permisos",,"Asegurar que allowances, approvals y permisos se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar allowances, approvals y permisos, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con allowances, approvals y permisos.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Privilege Escalation; Impact; Fraud,PR; DE,SCSTG token interactions; SCSVS business logic,draft
CSPTF-CTRL-TOK-005,CSPTF-DOM-07,TOK,Metadata y contenido direccionable,,"Asegurar que metadata y contenido direccionable se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar metadata y contenido direccionable, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con metadata y contenido direccionable.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Privilege Escalation; Impact; Fraud,PR; DE,SCSTG token interactions; SCSVS business logic,draft
CSPTF-CTRL-TOK-006,CSPTF-DOM-07,TOK,Compatibilidad e interoperabilidad,,"Asegurar que compatibilidad e interoperabilidad se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar compatibilidad e interoperabilidad, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con compatibilidad e interoperabilidad.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Privilege Escalation; Impact; Fraud,PR; DE,SCSTG token interactions; SCSVS business logic,draft
CSPTF-CTRL-TOK-007,CSPTF-DOM-07,TOK,"Administración, pausa y recuperación",,"Asegurar que administración, pausa y recuperación se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar administración, pausa y recuperación, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con administración, pausa y recuperación.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Privilege Escalation; Impact; Fraud,PR; DE,SCSTG token interactions; SCSVS business logic,draft
CSPTF-CTRL-TOK-008,CSPTF-DOM-07,TOK,Monitoreo de anomalías del activo,,"Asegurar que monitoreo de anomalías del activo se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar monitoreo de anomalías del activo, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP4,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con monitoreo de anomalías del activo.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Privilege Escalation; Impact; Fraud,PR; DE,SCSTG token interactions; SCSVS business logic,draft
CSPTF-CTRL-DEF-001,CSPTF-DOM-08,DEF,Invariantes económicas y solvencia,,"Asegurar que invariantes económicas y solvencia se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar invariantes económicas y solvencia, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con invariantes económicas y solvencia.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Impact; Fraud,ID; PR; DE,SCSTG DeFi and economic testing; SCSVS business logic,draft
CSPTF-CTRL-DEF-002,CSPTF-DOM-08,DEF,Modelos de precio y deslizamiento,,"Asegurar que modelos de precio y deslizamiento se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar modelos de precio y deslizamiento, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con modelos de precio y deslizamiento.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Impact; Fraud,ID; PR; DE,SCSTG DeFi and economic testing; SCSVS business logic,draft
CSPTF-CTRL-DEF-003,CSPTF-DOM-08,DEF,Colateralización y liquidación,,"Asegurar que colateralización y liquidación se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar colateralización y liquidación, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con colateralización y liquidación.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Impact; Fraud,ID; PR; DE,SCSTG DeFi and economic testing; SCSVS business logic,draft
CSPTF-CTRL-DEF-004,CSPTF-DOM-08,DEF,Resistencia a manipulación temporal,,"Asegurar que resistencia a manipulación temporal se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar resistencia a manipulación temporal, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con resistencia a manipulación temporal.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Impact; Fraud,ID; PR; DE,SCSTG DeFi and economic testing; SCSVS business logic,draft
CSPTF-CTRL-DEF-005,CSPTF-DOM-08,DEF,"Límites, caps y circuit breakers",,"Asegurar que límites, caps y circuit breakers se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar límites, caps y circuit breakers, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con límites, caps y circuit breakers.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Impact; Fraud,ID; PR; DE,SCSTG DeFi and economic testing; SCSVS business logic,draft
CSPTF-CTRL-DEF-006,CSPTF-DOM-08,DEF,"Contabilidad de fees, shares y rewards",,"Asegurar que contabilidad de fees, shares y rewards se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar contabilidad de fees, shares y rewards, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con contabilidad de fees, shares y rewards.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Impact; Fraud,ID; PR; DE,SCSTG DeFi and economic testing; SCSVS business logic,draft
CSPTF-CTRL-DEF-007,CSPTF-DOM-08,DEF,Riesgo de composabilidad y dependencia,,"Asegurar que riesgo de composabilidad y dependencia se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar riesgo de composabilidad y dependencia, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con riesgo de composabilidad y dependencia.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Impact; Fraud,ID; PR; DE,SCSTG DeFi and economic testing; SCSVS business logic,draft
CSPTF-CTRL-DEF-008,CSPTF-DOM-08,DEF,Simulación económica y monitoreo,,"Asegurar que simulación económica y monitoreo se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar simulación económica y monitoreo, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP4,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con simulación económica y monitoreo.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Impact; Fraud,ID; PR; DE,SCSTG DeFi and economic testing; SCSVS business logic,draft
CSPTF-CTRL-ORA-001,CSPTF-DOM-09,ORA,Diversidad y gobernanza de fuentes,,"Asegurar que diversidad y gobernanza de fuentes se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar diversidad y gobernanza de fuentes, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con diversidad y gobernanza de fuentes.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Defense Evasion; Impact; Fraud,PR; DE; RS,SCSTG oracle security; SCSVS oracle controls,draft
CSPTF-CTRL-ORA-002,CSPTF-DOM-09,ORA,"Frescura, heartbeat y staleness",,"Asegurar que frescura, heartbeat y staleness se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar frescura, heartbeat y staleness, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con frescura, heartbeat y staleness.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Defense Evasion; Impact; Fraud,PR; DE; RS,SCSTG oracle security; SCSVS oracle controls,draft
CSPTF-CTRL-ORA-003,CSPTF-DOM-09,ORA,Agregación y tolerancia a outliers,,"Asegurar que agregación y tolerancia a outliers se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar agregación y tolerancia a outliers, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con agregación y tolerancia a outliers.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Defense Evasion; Impact; Fraud,PR; DE; RS,SCSTG oracle security; SCSVS oracle controls,draft
CSPTF-CTRL-ORA-004,CSPTF-DOM-09,ORA,Autenticidad e integridad de datos,,"Asegurar que autenticidad e integridad de datos se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar autenticidad e integridad de datos, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con autenticidad e integridad de datos.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Defense Evasion; Impact; Fraud,PR; DE; RS,SCSTG oracle security; SCSVS oracle controls,draft
CSPTF-CTRL-ORA-005,CSPTF-DOM-09,ORA,Fallbacks y degradación segura,,"Asegurar que fallbacks y degradación segura se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar fallbacks y degradación segura, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con fallbacks y degradación segura.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Defense Evasion; Impact; Fraud,PR; DE; RS,SCSTG oracle security; SCSVS oracle controls,draft
CSPTF-CTRL-ORA-006,CSPTF-DOM-09,ORA,Seguridad de keepers y automatización,,"Asegurar que seguridad de keepers y automatización se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar seguridad de keepers y automatización, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con seguridad de keepers y automatización.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Defense Evasion; Impact; Fraud,PR; DE; RS,SCSTG oracle security; SCSVS oracle controls,draft
CSPTF-CTRL-ORA-007,CSPTF-DOM-09,ORA,Límites de uso y sanity checks,,"Asegurar que límites de uso y sanity checks se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar límites de uso y sanity checks, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con límites de uso y sanity checks.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Defense Evasion; Impact; Fraud,PR; DE; RS,SCSTG oracle security; SCSVS oracle controls,draft
CSPTF-CTRL-ORA-008,CSPTF-DOM-09,ORA,Monitoreo y respuesta de oráculos,,"Asegurar que monitoreo y respuesta de oráculos se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar monitoreo y respuesta de oráculos, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP4,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con monitoreo y respuesta de oráculos.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Execution; Defense Evasion; Impact; Fraud,PR; DE; RS,SCSTG oracle security; SCSVS oracle controls,draft
CSPTF-CTRL-BRG-001,CSPTF-DOM-10,BRG,Modelo de confianza cross-chain,,"Asegurar que modelo de confianza cross-chain se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar modelo de confianza cross-chain, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con modelo de confianza cross-chain.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Credential Access; Impact; Fraud,ID; PR; DE; RS,SCSTG cross-contract and cross-chain interactions,draft
CSPTF-CTRL-BRG-002,CSPTF-DOM-10,BRG,Autenticidad y unicidad de mensajes,,"Asegurar que autenticidad y unicidad de mensajes se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar autenticidad y unicidad de mensajes, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP1,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con autenticidad y unicidad de mensajes.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Credential Access; Impact; Fraud,ID; PR; DE; RS,SCSTG cross-contract and cross-chain interactions,draft
CSPTF-CTRL-BRG-003,CSPTF-DOM-10,BRG,Finalidad y manejo de reorganizaciones,,"Asegurar que finalidad y manejo de reorganizaciones se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar finalidad y manejo de reorganizaciones, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con finalidad y manejo de reorganizaciones.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Credential Access; Impact; Fraud,ID; PR; DE; RS,SCSTG cross-contract and cross-chain interactions,draft
CSPTF-CTRL-BRG-004,CSPTF-DOM-10,BRG,Custodia y respaldo de activos,,"Asegurar que custodia y respaldo de activos se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar custodia y respaldo de activos, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con custodia y respaldo de activos.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Credential Access; Impact; Fraud,ID; PR; DE; RS,SCSTG cross-contract and cross-chain interactions,draft
CSPTF-CTRL-BRG-005,CSPTF-DOM-10,BRG,"Validadores, relayers y quorum",,"Asegurar que validadores, relayers y quorum se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar validadores, relayers y quorum, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP2,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con validadores, relayers y quorum.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Credential Access; Impact; Fraud,ID; PR; DE; RS,SCSTG cross-contract and cross-chain interactions,draft
CSPTF-CTRL-BRG-006,CSPTF-DOM-10,BRG,Coherencia semántica entre cadenas,,"Asegurar que coherencia semántica entre cadenas se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar coherencia semántica entre cadenas, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con coherencia semántica entre cadenas.,"Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Credential Access; Impact; Fraud,ID; PR; DE; RS,SCSTG cross-contract and cross-chain interactions,draft
CSPTF-CTRL-BRG-007,CSPTF-DOM-10,BRG,"Rate limits, caps y pausas",,"Asegurar que rate limits, caps y pausas se diseñe, implemente, opere y evidencie de forma proporcional al riesgo del ecosistema de activos digitales.","La organización DEBE definir, aprobar, implementar, monitorear y revisar rate limits, caps y pausas, manteniendo evidencia trazable y excepciones formalmente aceptadas.",AP3,"Política o diseño aprobado; configuración o artefacto técnico; registro operativo; evidencia de revisión; prueba de eficacia relacionada con rate limits, caps y pausas.","Seguridad; Ingeniería; Operaciones; Riesgo; Cumplimiento, según el control.",Initial Access; Execution; Credential Access; Impact; Fraud,ID; PR; DE; RS,SCSTG cross-contract and cross-chain interactions,draft
