id,domain_code,title_es,description,likely_consequence,recommended_action,status
CSPTF-WEAK-INF-003,INF,Imágenes no firmadas,"Condición de diseño, implementación u operación caracterizada por imágenes no firmadas, capaz de facilitar amenazas del dominio INF.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-INF-004,INF,Kubernetes mal endurecido,"Condición de diseño, implementación u operación caracterizada por kubernetes mal endurecido, capaz de facilitar amenazas del dominio INF.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-INF-005,INF,Backups no restaurados en pruebas,"Condición de diseño, implementación u operación caracterizada por backups no restaurados en pruebas, capaz de facilitar amenazas del dominio INF.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-IAM-001,IAM,Privilegios permanentes,"Condición de diseño, implementación u operación caracterizada por privilegios permanentes, capaz de facilitar amenazas del dominio IAM.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-IAM-002,IAM,MFA recuperable por canal débil,"Condición de diseño, implementación u operación caracterizada por mfa recuperable por canal débil, capaz de facilitar amenazas del dominio IAM.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-IAM-003,IAM,Segregación de funciones incompleta,"Condición de diseño, implementación u operación caracterizada por segregación de funciones incompleta, capaz de facilitar amenazas del dominio IAM.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-IAM-004,IAM,Cuentas compartidas,"Condición de diseño, implementación u operación caracterizada por cuentas compartidas, capaz de facilitar amenazas del dominio IAM.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-IAM-005,IAM,Recertificación insuficiente,"Condición de diseño, implementación u operación caracterizada por recertificación insuficiente, capaz de facilitar amenazas del dominio IAM.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-SUP-001,SUP,Dependencias sin pinning,"Condición de diseño, implementación u operación caracterizada por dependencias sin pinning, capaz de facilitar amenazas del dominio SUP.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-SUP-002,SUP,Artefactos no firmados,"Condición de diseño, implementación u operación caracterizada por artefactos no firmados, capaz de facilitar amenazas del dominio SUP.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-SUP-003,SUP,Runners compartidos y privilegiados,"Condición de diseño, implementación u operación caracterizada por runners compartidos y privilegiados, capaz de facilitar amenazas del dominio SUP.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-SUP-004,SUP,SBOM ausente,"Condición de diseño, implementación u operación caracterizada por sbom ausente, capaz de facilitar amenazas del dominio SUP.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-SUP-005,SUP,Proveedores sin evaluación continua,"Condición de diseño, implementación u operación caracterizada por proveedores sin evaluación continua, capaz de facilitar amenazas del dominio SUP.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-REG-001,REG,Datos KYC sobreexpuestos,"Condición de diseño, implementación u operación caracterizada por datos kyc sobreexpuestos, capaz de facilitar amenazas del dominio REG.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-REG-002,REG,Reglas AML estáticas,"Condición de diseño, implementación u operación caracterizada por reglas aml estáticas, capaz de facilitar amenazas del dominio REG.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-REG-003,REG,Minimización insuficiente,"Condición de diseño, implementación u operación caracterizada por minimización insuficiente, capaz de facilitar amenazas del dominio REG.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-REG-004,REG,Cifrado o tokenización inadecuados,"Condición de diseño, implementación u operación caracterizada por cifrado o tokenización inadecuados, capaz de facilitar amenazas del dominio REG.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-REG-005,REG,Obligaciones no mapeadas por jurisdicción,"Condición de diseño, implementación u operación caracterizada por obligaciones no mapeadas por jurisdicción, capaz de facilitar amenazas del dominio REG.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-MON-001,MON,Logs críticos ausentes,"Condición de diseño, implementación u operación caracterizada por logs críticos ausentes, capaz de facilitar amenazas del dominio MON.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-MON-002,MON,Eventos sin contexto de negocio,"Condición de diseño, implementación u operación caracterizada por eventos sin contexto de negocio, capaz de facilitar amenazas del dominio MON.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-MON-003,MON,Alertas sin owner,"Condición de diseño, implementación u operación caracterizada por alertas sin owner, capaz de facilitar amenazas del dominio MON.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-MON-004,MON,Cobertura no medida,"Condición de diseño, implementación u operación caracterizada por cobertura no medida, capaz de facilitar amenazas del dominio MON.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-MON-005,MON,Retención insuficiente para investigación,"Condición de diseño, implementación u operación caracterizada por retención insuficiente para investigación, capaz de facilitar amenazas del dominio MON.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-IRR-001,IRR,Playbooks genéricos,"Condición de diseño, implementación u operación caracterizada por playbooks genéricos, capaz de facilitar amenazas del dominio IRR.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-IRR-002,IRR,Pausas no ensayadas,"Condición de diseño, implementación u operación caracterizada por pausas no ensayadas, capaz de facilitar amenazas del dominio IRR.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-IRR-003,IRR,Dependencia de personas únicas,"Condición de diseño, implementación u operación caracterizada por dependencia de personas únicas, capaz de facilitar amenazas del dominio IRR.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-IRR-004,IRR,Reconciliación manual lenta,"Condición de diseño, implementación u operación caracterizada por reconciliación manual lenta, capaz de facilitar amenazas del dominio IRR.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
CSPTF-WEAK-IRR-005,IRR,Backups y claves de recuperación no validados,"Condición de diseño, implementación u operación caracterizada por backups y claves de recuperación no validados, capaz de facilitar amenazas del dominio IRR.","Pérdida de confidencialidad, integridad, disponibilidad, control, solvencia o confianza; el impacto exacto depende del flujo de valor y la irreversibilidad.","Corregir la causa raíz, añadir evidencia automatizable y realizar retest independiente proporcional a criticidad.",draft
